word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
tier,"['T', 'IY', 'R']",['tier'],['tier'],0.0,1.45e-05,"[33, 11, 30, 0, 0, 0, 0, 0]"
manor,"['M', 'AE', 'N', 'ER']","['man', 'or']","['man', 'or']",0.0,6.46e-06,"[26, 2, 27, 8, 0, 0, 0, 0]"
bars,"['B', 'AA', 'R', 'Z']",['bars'],['bars'],0.0,2.82e-05,"[16, 1, 30, 38, 0, 0, 0, 0]"
row,"['R', 'OW']",['row'],['row'],0.0,3.98e-05,"[30, 12, 0, 0, 0, 0, 0, 0]"
newer,"['N', 'UW', 'ER']","['new', 'er']","['new', 'er']",0.0,8.71e-06,"[27, 15, 8, 0, 0, 0, 0, 0]"
durable,"['D', 'UH', 'R', 'AH', 'B', 'AH', 'L']","['dur', 'able']","['dur', 'able']",0.0,4.79e-06,"[18, 14, 30, 3, 16, 3, 25, 0]"
mom,"['M', 'AA', 'M']",['mom'],['mom'],0.0,0.000132,"[26, 1, 26, 0, 0, 0, 0, 0]"
reduced,"['R', 'AH', 'D', 'UW', 'S', 'T']","['re', 'duced']","['re', 'duced']",0.0,4.37e-05,"[30, 3, 18, 15, 31, 33, 0, 0]"
peak,"['P', 'IY', 'K']",['peak'],['peak'],0.0,3.39e-05,"[29, 11, 24, 0, 0, 0, 0, 0]"
advisor,"['AE', 'D', 'V', 'AY', 'Z', 'ER']","['ad', 'visor']","['ad', 'visor']",0.0,1.02e-05,"[2, 18, 35, 6, 38, 8, 0, 0]"
aus,"['AW', 'Z']",['aus'],['aus'],0.0,3.72e-06,"[5, 38, 0, 0, 0, 0, 0, 0]"
lexmark,"['L', 'EH', 'K', 'S', 'M', 'AA', 'R', 'K']","['lex', 'mark']","['lex', 'mark']",0.0,1.23e-07,"[25, 7, 24, 31, 26, 1, 30, 24]"
cleaners,"['K', 'L', 'IY', 'N', 'ER', 'Z']","['clean', 'ers']","['clean', 'ers']",0.0,2.88e-06,"[24, 25, 11, 27, 8, 38, 0, 0]"
overhead,"['OW', 'V', 'ER', 'HH', 'EH', 'D']","['over', 'head']","['over', 'head']",0.0,8.51e-06,"[12, 35, 8, 22, 7, 18, 0, 0]"
ascii,"['AE', 'S', 'K', 'IY']","['as', 'cii']","['as', 'cii']",0.0,8.32e-07,"[2, 31, 24, 11, 0, 0, 0, 0]"
wire,"['W', 'AY', 'ER']",['wire'],['wire'],0.0,2.69e-05,"[36, 6, 8, 0, 0, 0, 0, 0]"
carroll,"['K', 'AE', 'R', 'AH', 'L']","['car', 'roll']","['car', 'roll']",0.0,6.31e-06,"[24, 2, 30, 3, 25, 0, 0, 0]"
dump,"['D', 'AH', 'M', 'P']",['dump'],['dump'],0.0,1.2e-05,"[18, 3, 26, 29, 0, 0, 0, 0]"
font,"['F', 'AA', 'N', 'T']",['font'],['font'],0.0,6.31e-06,"[20, 1, 27, 33, 0, 0, 0, 0]"
forced,"['F', 'AO', 'R', 'S', 'T']",['forced'],['forced'],0.0,6.76e-05,"[20, 4, 30, 31, 33, 0, 0, 0]"
fight,"['F', 'AY', 'T']",['fight'],['fight'],0.0,0.00017,"[20, 6, 33, 0, 0, 0, 0, 0]"
apartment,"['AH', 'P', 'AA', 'R', 'T', 'M', 'AH', 'N', 'T']","['apart', 'ment']","['apart', 'ment']",0.0,4.47e-05,"[3, 29, 1, 30, 33, 26, 3, 27]"
height,"['HH', 'AY', 'T']",['height'],['height'],0.0,3.39e-05,"[22, 6, 33, 0, 0, 0, 0, 0]"
null,"['N', 'AH', 'L']",['null'],['null'],0.0,5.37e-06,"[27, 3, 25, 0, 0, 0, 0, 0]"
zero,"['Z', 'IH', 'R', 'OW']",['zero'],['zero'],0.0,4.27e-05,"[38, 10, 30, 12, 0, 0, 0, 0]"
chronicle,"['K', 'R', 'AA', 'N', 'IH', 'K', 'AH', 'L']","['chron', 'icle']","['chron', 'icle']",0.0,5.01e-06,"[24, 30, 1, 27, 10, 24, 3, 25]"
rope,"['R', 'OW', 'P']",['rope'],['rope'],0.0,1.15e-05,"[30, 12, 29, 0, 0, 0, 0, 0]"
bookmarks,"['B', 'UH', 'K', 'M', 'AA', 'R', 'K', 'S']","['book', 'marks']","['book', 'marks']",0.0,6.46e-07,"[16, 14, 24, 26, 1, 30, 24, 31]"
carries,"['K', 'AE', 'R', 'IY', 'Z']","['car', 'ries']","['car', 'ries']",0.0,1.7e-05,"[24, 2, 30, 11, 38, 0, 0, 0]"
sig,"['S', 'IH', 'G']",['sig'],['sig'],0.0,1.86e-06,"[31, 10, 21, 0, 0, 0, 0, 0]"
excessive,"['IH', 'K', 'S', 'EH', 'S', 'IH', 'V']","['ex', 'cess', 'ive']","['ex', 'cess', 'ive']",0.0,1.32e-05,"[10, 24, 31, 7, 31, 10, 35, 0]"
obtain,"['AH', 'B', 'T', 'EY', 'N']","['ob', 'tain']","['ob', 'tain']",0.0,2.51e-05,"[3, 16, 33, 9, 27, 0, 0, 0]"
minus,"['M', 'AY', 'N', 'AH', 'S']",['minus'],['minus'],0.0,1e-05,"[26, 6, 27, 3, 31, 0, 0, 0]"
bytes,"['B', 'AY', 'T', 'S']",['bytes'],['bytes'],0.0,1.82e-06,"[16, 6, 33, 31, 0, 0, 0, 0]"
cent,"['S', 'EH', 'N', 'T']",['cent'],['cent'],0.0,6.76e-05,"[31, 7, 27, 33, 0, 0, 0, 0]"
expressed,"['IH', 'K', 'S', 'P', 'R', 'EH', 'S', 'T']","['ex', 'pressed']","['ex', 'pressed']",0.0,3.31e-05,"[10, 24, 31, 29, 30, 7, 31, 33]"
zoom,"['Z', 'UW', 'M']",['zoom'],['zoom'],0.0,6.76e-06,"[38, 15, 26, 0, 0, 0, 0, 0]"
nightlife,"['N', 'AY', 'T', 'L', 'AY', 'F']","['night', 'life']","['night', 'life']",0.0,1.41e-06,"[27, 6, 33, 25, 6, 20, 0, 0]"
worthy,"['W', 'ER', 'DH', 'IY']",['worthy'],['worthy'],0.0,1.95e-05,"[36, 8, 19, 11, 0, 0, 0, 0]"
succeed,"['S', 'AH', 'K', 'S', 'IY', 'D']","['suc', 'ceed']","['suc', 'ceed']",0.0,1.95e-05,"[31, 3, 24, 31, 11, 18, 0, 0]"
bathrooms,"['B', 'AE', 'TH', 'R', 'UW', 'M', 'Z']","['bath', 'rooms']","['bath', 'rooms']",0.0,4.68e-06,"[16, 2, 34, 30, 15, 26, 38, 0]"
marina,"['M', 'ER', 'IY', 'N', 'AH']","['mar', 'ina']","['mar', 'ina']",0.0,6.92e-06,"[26, 8, 11, 27, 3, 0, 0, 0]"
bosnia,"['B', 'AA', 'Z', 'N', 'IY', 'AH']","['bos', 'nia']","['bos', 'nia']",0.0,3.72e-06,"[16, 1, 38, 27, 11, 3, 0, 0]"
surfing,"['S', 'ER', 'F', 'IH', 'NG']","['surf', 'ing']","['surf', 'ing']",0.0,5.25e-06,"[31, 8, 20, 10, 28, 0, 0, 0]"
marilyn,"['M', 'EH', 'R', 'AH', 'L', 'AH', 'N']","['mar', 'ilyn']","['mar', 'ilyn']",0.0,5.25e-06,"[26, 7, 30, 3, 25, 3, 27, 0]"
ada,"['EY', 'D', 'AH']",['ada'],['ada'],0.0,5.13e-06,"[9, 18, 3, 0, 0, 0, 0, 0]"
lesbians,"['L', 'EH', 'Z', 'B', 'IY', 'AH', 'N', 'Z']","['les', 'bi', 'ans']","['les', 'bi', 'ans']",0.0,3.98e-06,"[25, 7, 38, 16, 11, 3, 27, 38]"
query,"['K', 'W', 'IY', 'R', 'IY']",['query'],['query'],0.0,4.37e-06,"[24, 36, 11, 30, 11, 0, 0, 0]"
clip,"['K', 'L', 'IH', 'P']",['clip'],['clip'],0.0,1.82e-05,"[24, 25, 10, 29, 0, 0, 0, 0]"
con,"['K', 'AA', 'N']",['con'],['con'],0.0,1.91e-05,"[24, 1, 27, 0, 0, 0, 0, 0]"
ups,"['AH', 'P', 'S']",['ups'],['ups'],0.0,2.57e-05,"[3, 29, 31, 0, 0, 0, 0, 0]"
route,"['R', 'UW', 'T']",['route'],['route'],0.0,4.68e-05,"[30, 15, 33, 0, 0, 0, 0, 0]"
shared,"['SH', 'EH', 'R', 'D']",['shared'],['shared'],0.0,4.79e-05,"[32, 7, 30, 18, 0, 0, 0, 0]"
acid,"['AE', 'S', 'AH', 'D']",['acid'],['acid'],0.0,2.82e-05,"[2, 31, 3, 18, 0, 0, 0, 0]"
sustained,"['S', 'AH', 'S', 'T', 'EY', 'N', 'D']","['sus', 'tained']","['sus', 'tained']",0.0,1.55e-05,"[31, 3, 31, 33, 9, 27, 18, 0]"
matched,"['M', 'AE', 'CH', 'T']",['matched'],['matched'],0.0,1.02e-05,"[26, 2, 17, 33, 0, 0, 0, 0]"
lawyer,"['L', 'AO', 'Y', 'ER']","['law', 'yer']","['law', 'yer']",0.0,4.68e-05,"[25, 4, 37, 8, 0, 0, 0, 0]"
noise,"['N', 'OY', 'Z']",['noise'],['noise'],0.0,3.55e-05,"[27, 13, 38, 0, 0, 0, 0, 0]"
seafood,"['S', 'IY', 'F', 'UW', 'D']","['sea', 'food']","['sea', 'food']",0.0,4.47e-06,"[31, 11, 20, 15, 18, 0, 0, 0]"
chorus,"['K', 'AO', 'R', 'AH', 'S']","['chor', 'us']","['chor', 'us']",0.0,7.94e-06,"[24, 4, 30, 3, 31, 0, 0, 0]"
failed,"['F', 'EY', 'L', 'D']",['failed'],['failed'],0.0,6.61e-05,"[20, 9, 25, 18, 0, 0, 0, 0]"
roll,"['R', 'OW', 'L']",['roll'],['roll'],0.0,5.62e-05,"[30, 12, 25, 0, 0, 0, 0, 0]"
grande,"['G', 'R', 'AE', 'N', 'D']",['grande'],['grande'],0.0,9.33e-06,"[21, 30, 2, 27, 18, 0, 0, 0]"
closest,"['K', 'L', 'OW', 'S', 'AH', 'S', 'T']",['closest'],['closest'],0.0,1.62e-05,"[24, 25, 12, 31, 3, 31, 33, 0]"
shape,"['SH', 'EY', 'P']",['shape'],['shape'],0.0,5.25e-05,"[32, 9, 29, 0, 0, 0, 0, 0]"
irish,"['AY', 'R', 'IH', 'SH']","['ir', 'ish']","['ir', 'ish']",0.0,3.47e-05,"[6, 30, 10, 32, 0, 0, 0, 0]"
forget,"['F', 'ER', 'G', 'EH', 'T']","['for', 'get']","['for', 'get']",0.0,0.000115,"[20, 8, 21, 7, 33, 0, 0, 0]"
width,"['W', 'IH', 'D', 'TH']",['width'],['width'],0.0,1.05e-05,"[36, 10, 18, 34, 0, 0, 0, 0]"
figures,"['F', 'IH', 'G', 'Y', 'ER', 'Z']","['fig', 'ures']","['fig', 'ures']",0.0,5.37e-05,"[20, 10, 21, 37, 8, 38, 0, 0]"
married,"['M', 'EH', 'R', 'IY', 'D']","['mar', 'ried']","['mar', 'ried']",0.0,0.000107,"[26, 7, 30, 11, 18, 0, 0, 0]"
disclaimers,"['D', 'IH', 'S', 'K', 'L', 'EY', 'M', 'ER', 'Z']","['dis', 'claim', 'ers']","['dis', 'claim', 'ers']",0.0,2.82e-07,"[18, 10, 31, 24, 25, 9, 26, 8]"
secret,"['S', 'IY', 'K', 'R', 'AH', 'T']",['secret'],['secret'],0.0,8.32e-05,"[31, 11, 24, 30, 3, 33, 0, 0]"
bath,"['B', 'AE', 'TH']",['bath'],['bath'],0.0,2.75e-05,"[16, 2, 34, 0, 0, 0, 0, 0]"
una,"['UW', 'N', 'AH']",['una'],['una'],0.0,2.75e-06,"[15, 27, 3, 0, 0, 0, 0, 0]"
slides,"['S', 'L', 'AY', 'D', 'Z']",['slides'],['slides'],0.0,6.03e-06,"[31, 25, 6, 18, 38, 0, 0, 0]"
verse,"['V', 'ER', 'S']",['verse'],['verse'],0.0,1.51e-05,"[35, 8, 31, 0, 0, 0, 0, 0]"
kidney,"['K', 'IH', 'D', 'N', 'IY']","['kid', 'ney']","['kid', 'ney']",0.0,1.07e-05,"[24, 10, 18, 27, 11, 0, 0, 0]"
wheel,"['W', 'IY', 'L']",['wheel'],['wheel'],0.0,3.16e-05,"[36, 11, 25, 0, 0, 0, 0, 0]"
ben,"['B', 'EH', 'N']",['ben'],['ben'],0.0,4.9e-05,"[16, 7, 27, 0, 0, 0, 0, 0]"
lane,"['L', 'EY', 'N']",['lane'],['lane'],0.0,3.72e-05,"[25, 9, 27, 0, 0, 0, 0, 0]"
raymond,"['R', 'EY', 'M', 'AH', 'N', 'D']","['ray', 'mond']","['ray', 'mond']",0.0,9.55e-06,"[30, 9, 26, 3, 27, 18, 0, 0]"
trap,"['T', 'R', 'AE', 'P']",['trap'],['trap'],0.0,2.14e-05,"[33, 30, 2, 29, 0, 0, 0, 0]"
managing,"['M', 'AE', 'N', 'AH', 'JH', 'IH', 'NG']","['man', 'aging']","['man', 'aging']",0.0,2.51e-05,"[26, 2, 27, 3, 23, 10, 28, 0]"
beans,"['B', 'IY', 'N', 'Z']",['beans'],['beans'],0.0,1.38e-05,"[16, 11, 27, 38, 0, 0, 0, 0]"
novels,"['N', 'AA', 'V', 'AH', 'L', 'Z']","['nov', 'els']","['nov', 'els']",0.0,1.26e-05,"[27, 1, 35, 3, 25, 38, 0, 0]"
playboy,"['P', 'L', 'EY', 'B', 'OY']","['play', 'boy']","['play', 'boy']",0.0,3.63e-06,"[29, 25, 9, 16, 13, 0, 0, 0]"
ought,"['AO', 'T']",['ought'],['ought'],0.0,2.24e-05,"[4, 33, 0, 0, 0, 0, 0, 0]"
gender,"['JH', 'EH', 'N', 'D', 'ER']",['gender'],['gender'],0.0,3.89e-05,"[23, 7, 27, 18, 8, 0, 0, 0]"
transit,"['T', 'R', 'AE', 'N', 'Z', 'IH', 'T']","['trans', 'it']","['trans', 'it']",0.0,1.58e-05,"[33, 30, 2, 27, 38, 10, 33, 0]"
poetry,"['P', 'OW', 'AH', 'T', 'R', 'IY']","['po', 'etry']","['po', 'etry']",0.0,2.51e-05,"[29, 12, 3, 33, 30, 11, 0, 0]"
mess,"['M', 'EH', 'S']",['mess'],['mess'],0.0,3.72e-05,"[26, 7, 31, 0, 0, 0, 0, 0]"
armstrong,"['AA', 'R', 'M', 'S', 'T', 'R', 'AA', 'NG']","['arm', 'strong']","['arm', 'strong']",0.0,7.94e-06,"[1, 30, 26, 31, 33, 30, 1, 28]"
pin,"['P', 'IH', 'N']",['pin'],['pin'],0.0,1.91e-05,"[29, 10, 27, 0, 0, 0, 0, 0]"
grab,"['G', 'R', 'AE', 'B']",['grab'],['grab'],0.0,3.31e-05,"[21, 30, 2, 16, 0, 0, 0, 0]"
lights,"['L', 'AY', 'T', 'S']",['lights'],['lights'],0.0,4.37e-05,"[25, 6, 33, 31, 0, 0, 0, 0]"
bell,"['B', 'EH', 'L']",['bell'],['bell'],0.0,3.89e-05,"[16, 7, 25, 0, 0, 0, 0, 0]"
matches,"['M', 'AE', 'CH', 'AH', 'Z']",['matches'],['matches'],0.0,3.89e-05,"[26, 2, 17, 3, 38, 0, 0, 0]"
news,"['N', 'UW', 'Z']",['news'],['news'],0.0,0.000275,"[27, 15, 38, 0, 0, 0, 0, 0]"
dealer,"['D', 'IY', 'L', 'ER']","['deal', 'er']","['deal', 'er']",0.0,1.55e-05,"[18, 11, 25, 8, 0, 0, 0, 0]"
sky,"['S', 'K', 'AY']",['sky'],['sky'],0.0,5.25e-05,"[31, 24, 6, 0, 0, 0, 0, 0]"
rom,"['R', 'AA', 'M']",['rom'],['rom'],0.0,5.62e-06,"[30, 1, 26, 0, 0, 0, 0, 0]"
carried,"['K', 'AE', 'R', 'IY', 'D']","['car', 'ried']","['car', 'ried']",0.0,5.89e-05,"[24, 2, 30, 11, 18, 0, 0, 0]"
hide,"['HH', 'AY', 'D']",['hide'],['hide'],0.0,3.47e-05,"[22, 6, 18, 0, 0, 0, 0, 0]"
lightweight,"['L', 'AY', 'T', 'W', 'EY', 'T']","['light', 'weight']","['light', 'weight']",0.0,6.03e-06,"[25, 6, 33, 36, 9, 33, 0, 0]"
outlets,"['AW', 'T', 'L', 'EH', 'T', 'S']","['out', 'lets']","['out', 'lets']",0.0,1e-05,"[5, 33, 25, 7, 33, 31, 0, 0]"
guns,"['G', 'AH', 'N', 'Z']",['guns'],['guns'],0.0,4.57e-05,"[21, 3, 27, 38, 0, 0, 0, 0]"
which,"['W', 'IH', 'CH']",['which'],['which'],0.0,0.002,"[36, 10, 17, 0, 0, 0, 0, 0]"
their,"['DH', 'EH', 'R']",['their'],['their'],0.0,0.00214,"[19, 7, 30, 0, 0, 0, 0, 0]"
viagra,"['V', 'IY', 'AE', 'G', 'R', 'AH']","['via', 'gra']","['via', 'gra']",0.0,1.74e-06,"[35, 11, 2, 21, 30, 3, 0, 0]"
out,"['AW', 'T']",['out'],['out'],0.0,0.0024,"[5, 33, 0, 0, 0, 0, 0, 0]"
use,"['Y', 'UW', 'S']",['use'],['use'],0.0,0.000646,"[37, 15, 31, 0, 0, 0, 0, 0]"
any,"['EH', 'N', 'IY']",['any'],['any'],0.0,0.00117,"[7, 27, 11, 0, 0, 0, 0, 0]"
treatments,"['T', 'R', 'IY', 'T', 'M', 'AH', 'N', 'T', 'S']","['treat', 'ments']","['treat', 'ments']",0.0,1.23e-05,"[33, 30, 11, 33, 26, 3, 27, 33]"
falling,"['F', 'AA', 'L', 'IH', 'NG']","['fall', 'ing']","['fall', 'ing']",0.0,4.57e-05,"[20, 1, 25, 10, 28, 0, 0, 0]"
may,"['M', 'EY']",['may'],['may'],0.0,0.000955,"[26, 9, 0, 0, 0, 0, 0, 0]"
the,"['DH', 'AH']",['the'],['the'],0.0,0.0537,"[19, 3, 0, 0, 0, 0, 0, 0]"
and,"['AH', 'N', 'D']",['and'],['and'],0.0,0.0257,"[3, 27, 18, 0, 0, 0, 0, 0]"
for,"['F', 'AO', 'R']",['for'],['for'],0.0,0.0102,"[20, 4, 30, 0, 0, 0, 0, 0]"
buried,"['B', 'EH', 'R', 'IY', 'D']","['bur', 'ied']","['bur', 'ied']",0.0,2.51e-05,"[16, 7, 30, 11, 18, 0, 0, 0]"
thumb,"['TH', 'AH', 'M']",['thumb'],['thumb'],0.0,1.02e-05,"[34, 3, 26, 0, 0, 0, 0, 0]"
cons,"['K', 'AA', 'N', 'Z']",['cons'],['cons'],0.0,5.75e-06,"[24, 1, 27, 38, 0, 0, 0, 0]"
despite,"['D', 'IH', 'S', 'P', 'AY', 'T']","['des', 'pite']","['des', 'pite']",0.0,0.0001,"[18, 10, 31, 29, 6, 33, 0, 0]"
turkey,"['T', 'ER', 'K', 'IY']","['tur', 'key']","['tur', 'key']",0.0,3.63e-05,"[33, 8, 24, 11, 0, 0, 0, 0]"
dogs,"['D', 'AA', 'G', 'Z']",['dogs'],['dogs'],0.0,5.89e-05,"[18, 1, 21, 38, 0, 0, 0, 0]"
ahead,"['AH', 'HH', 'EH', 'D']",['ahead'],['ahead'],0.0,0.000102,"[3, 22, 7, 18, 0, 0, 0, 0]"
moon,"['M', 'UW', 'N']",['moon'],['moon'],0.0,5.01e-05,"[26, 15, 27, 0, 0, 0, 0, 0]"
fly,"['F', 'L', 'AY']",['fly'],['fly'],0.0,5.62e-05,"[20, 25, 6, 0, 0, 0, 0, 0]"
segments,"['S', 'EH', 'G', 'M', 'AH', 'N', 'T', 'S']","['seg', 'ments']","['seg', 'ments']",0.0,9.55e-06,"[31, 7, 21, 26, 3, 27, 33, 31]"
that,"['DH', 'AE', 'T']",['that'],['that'],0.0,0.0102,"[19, 2, 33, 0, 0, 0, 0, 0]"
airfare,"['EH', 'R', 'F', 'EH', 'R']","['air', 'fare']","['air', 'fare']",0.0,6.76e-07,"[7, 30, 20, 7, 30, 0, 0, 0]"
ann,"['AE', 'N']",['ann'],['ann'],0.0,2.24e-05,"[2, 27, 0, 0, 0, 0, 0, 0]"
tip,"['T', 'IH', 'P']",['tip'],['tip'],0.0,3.55e-05,"[33, 10, 29, 0, 0, 0, 0, 0]"
degrees,"['D', 'IH', 'G', 'R', 'IY', 'Z']","['de', 'grees']","['de', 'grees']",0.0,3.47e-05,"[18, 10, 21, 30, 11, 38, 0, 0]"
delta,"['D', 'EH', 'L', 'T', 'AH']",['delta'],['delta'],0.0,1.32e-05,"[18, 7, 25, 33, 3, 0, 0, 0]"
seeking,"['S', 'IY', 'K', 'IH', 'NG']","['seek', 'ing']","['seek', 'ing']",0.0,3.8e-05,"[31, 11, 24, 10, 28, 0, 0, 0]"
manner,"['M', 'AE', 'N', 'ER']","['man', 'ner']","['man', 'ner']",0.0,3.55e-05,"[26, 2, 27, 8, 0, 0, 0, 0]"
amendment,"['AH', 'M', 'EH', 'N', 'D', 'M', 'AH', 'N', 'T']","['amend', 'ment']","['amend', 'ment']",0.0,2.4e-05,"[3, 26, 7, 27, 18, 26, 3, 27]"
frames,"['F', 'R', 'EY', 'M', 'Z']",['frames'],['frames'],0.0,1.02e-05,"[20, 30, 9, 26, 38, 0, 0, 0]"
search,"['S', 'ER', 'CH']",['search'],['search'],0.0,9.12e-05,"[31, 8, 17, 0, 0, 0, 0, 0]"
firewall,"['F', 'AY', 'R', 'W', 'AA', 'L']","['fire', 'wall']","['fire', 'wall']",0.0,1.74e-06,"[20, 6, 30, 36, 1, 25, 0, 0]"
surplus,"['S', 'ER', 'P', 'L', 'AH', 'S']","['sur', 'plus']","['sur', 'plus']",0.0,7.41e-06,"[31, 8, 29, 25, 3, 31, 0, 0]"
most,"['M', 'OW', 'S', 'T']",['most'],['most'],0.0,0.001,"[26, 12, 31, 33, 0, 0, 0, 0]"
has,"['HH', 'AE', 'Z']",['has'],['has'],0.0,0.00234,"[22, 2, 38, 0, 0, 0, 0, 0]"
what,"['W', 'AH', 'T']",['what'],['what'],0.0,0.0024,"[36, 3, 33, 0, 0, 0, 0, 0]"
like,"['L', 'AY', 'K']",['like'],['like'],0.0,0.00257,"[25, 6, 24, 0, 0, 0, 0, 0]"
than,"['DH', 'AE', 'N']",['than'],['than'],0.0,0.00135,"[19, 2, 27, 0, 0, 0, 0, 0]"
find,"['F', 'AY', 'N', 'D']",['find'],['find'],0.0,0.000575,"[20, 6, 27, 18, 0, 0, 0, 0]"
price,"['P', 'R', 'AY', 'S']",['price'],['price'],0.0,0.00017,"[29, 30, 6, 31, 0, 0, 0, 0]"
date,"['D', 'EY', 'T']",['date'],['date'],0.0,0.000166,"[18, 9, 33, 0, 0, 0, 0, 0]"
after,"['AE', 'F', 'T', 'ER']",['after'],['after'],0.0,0.00129,"[2, 20, 33, 8, 0, 0, 0, 0]"
free,"['F', 'R', 'IY']",['free'],['free'],0.0,0.000427,"[20, 30, 11, 0, 0, 0, 0, 0]"
but,"['B', 'AH', 'T']",['but'],['but'],0.0,0.00427,"[16, 3, 33, 0, 0, 0, 0, 0]"
our,"['AW', 'ER']",['our'],['our'],0.0,0.00138,"[5, 8, 0, 0, 0, 0, 0, 0]"
one,"['W', 'AH', 'N']",['one'],['one'],0.0,0.00295,"[36, 3, 27, 0, 0, 0, 0, 0]"
time,"['T', 'AY', 'M']",['time'],['time'],0.0,0.00195,"[33, 6, 26, 0, 0, 0, 0, 0]"
they,"['DH', 'EY']",['they'],['they'],0.0,0.00316,"[19, 9, 0, 0, 0, 0, 0, 0]"
site,"['S', 'AY', 'T']",['site'],['site'],0.0,0.000166,"[31, 6, 33, 0, 0, 0, 0, 0]"
newman,"['N', 'UW', 'M', 'AH', 'N']","['new', 'man']","['new', 'man']",0.0,6.76e-06,"[27, 15, 26, 3, 27, 0, 0, 0]"
marsh,"['M', 'AA', 'R', 'SH']",['marsh'],['marsh'],0.0,7.41e-06,"[26, 1, 30, 32, 0, 0, 0, 0]"
bent,"['B', 'EH', 'N', 'T']",['bent'],['bent'],0.0,9.77e-06,"[16, 7, 27, 33, 0, 0, 0, 0]"
this,"['DH', 'IH', 'S']",['this'],['this'],0.0,0.00661,"[19, 10, 31, 0, 0, 0, 0, 0]"
with,"['W', 'IH', 'DH']",['with'],['with'],0.0,0.00708,"[36, 10, 19, 0, 0, 0, 0, 0]"
you,"['Y', 'UW']",['you'],['you'],0.0,0.00955,"[37, 15, 0, 0, 0, 0, 0, 0]"
not,"['N', 'AA', 'T']",['not'],['not'],0.0,0.0049,"[27, 1, 33, 0, 0, 0, 0, 0]"
are,"['AA', 'R']",['are'],['are'],0.0,0.0055,"[1, 30, 0, 0, 0, 0, 0, 0]"
from,"['F', 'R', 'AH', 'M']",['from'],['from'],0.0,0.00427,"[20, 30, 3, 26, 0, 0, 0, 0]"
your,"['Y', 'AO', 'R']",['your'],['your'],0.0,0.00339,"[37, 4, 30, 0, 0, 0, 0, 0]"
all,"['AO', 'L']",['all'],['all'],0.0,0.00331,"[4, 25, 0, 0, 0, 0, 0, 0]"
have,"['HH', 'AE', 'V']",['have'],['have'],0.0,0.00513,"[22, 2, 35, 0, 0, 0, 0, 0]"
zoning,"['Z', 'OW', 'N', 'IH', 'NG']","['zon', 'ing']","['zon', 'ing']",0.0,3.31e-06,"[38, 12, 27, 10, 28, 0, 0, 0]"
more,"['M', 'AO', 'R']",['more'],['more'],0.0,0.00229,"[26, 4, 30, 0, 0, 0, 0, 0]"
was,"['W', 'AA', 'Z']",['was'],['was'],0.0,0.00661,"[36, 1, 38, 0, 0, 0, 0, 0]"
will,"['W', 'IH', 'L']",['will'],['will'],0.0,0.00282,"[36, 10, 25, 0, 0, 0, 0, 0]"
home,"['HH', 'OW', 'M']",['home'],['home'],0.0,0.000646,"[22, 12, 26, 0, 0, 0, 0, 0]"
can,"['K', 'AE', 'N']",['can'],['can'],0.0,0.00288,"[24, 2, 27, 0, 0, 0, 0, 0]"
about,"['AH', 'B', 'AW', 'T']",['about'],['about'],0.0,0.00251,"[3, 16, 5, 33, 0, 0, 0, 0]"
page,"['P', 'EY', 'JH']",['page'],['page'],0.0,0.000132,"[29, 9, 23, 0, 0, 0, 0, 0]"
new,"['N', 'UW']",['new'],['new'],0.0,0.00178,"[27, 15, 0, 0, 0, 0, 0, 0]"
get,"['G', 'EH', 'T']",['get'],['get'],0.0,0.00191,"[21, 7, 33, 0, 0, 0, 0, 0]"
headphones,"['HH', 'EH', 'D', 'F', 'OW', 'N', 'Z']","['head', 'phones']","['head', 'phones']",0.0,7.59e-06,"[22, 7, 18, 20, 12, 27, 38, 0]"
referred,"['R', 'AH', 'F', 'ER', 'D']","['re', 'ferred']","['re', 'ferred']",0.0,4.07e-05,"[30, 3, 20, 8, 18, 0, 0, 0]"
supports,"['S', 'AH', 'P', 'AO', 'R', 'T', 'S']","['sup', 'ports']","['sup', 'ports']",0.0,2.63e-05,"[31, 3, 29, 4, 30, 33, 31, 0]"
zen,"['Z', 'EH', 'N']",['zen'],['zen'],0.0,5.01e-06,"[38, 7, 27, 0, 0, 0, 0, 0]"
athletes,"['AE', 'TH', 'L', 'IY', 'T', 'S']","['ath', 'letes']","['ath', 'letes']",0.0,2.19e-05,"[2, 34, 25, 11, 33, 31, 0, 0]"
tea,"['T', 'IY']",['tea'],['tea'],0.0,5.37e-05,"[33, 11, 0, 0, 0, 0, 0, 0]"
trees,"['T', 'R', 'IY', 'Z']",['trees'],['trees'],0.0,4.9e-05,"[33, 30, 11, 38, 0, 0, 0, 0]"
reprints,"['R', 'IY', 'P', 'R', 'IH', 'N', 'T', 'S']","['re', 'prints']","['re', 'prints']",0.0,1.07e-06,"[30, 11, 29, 30, 10, 27, 33, 31]"
clarity,"['K', 'L', 'EH', 'R', 'AH', 'T', 'IY']","['clar', 'ity']","['clar', 'ity']",0.0,7.94e-06,"[24, 25, 7, 30, 3, 33, 11, 0]"
les,"['L', 'EH', 'S']",['les'],['les'],0.0,1.26e-05,"[25, 7, 31, 0, 0, 0, 0, 0]"
